00c4 0032 // group 7 point30
ff1b 0059 // group 7 point31
fed5 0038 // group 7 point32
004f ffb2 // group 7 point33
ffc9 0112 // group 7 point34
00f1 00fc // group 7 point35
0118 00cd // group 7 point36
fef2 0011 // group 7 point37
011d ff9d // group 7 point38
0061 004b // group 7 point39
0102 ffc6 // group 7 point40
0111 00f5 // group 7 point41
ffaf ffa6 // group 7 point42
00eb ffa6 // group 7 point43
0124 ff8a // group 7 point44
0082 012a // group 7 point45
ffc3 ffce // group 7 point46
ffa6 ff90 // group 7 point47
ff32 00f7 // group 7 point48
ff08 0037 // group 7 point49
0107 0062 // group 7 point50
0057 00f3 // group 7 point51
003d 011d // group 7 point52
0057 00d8 // group 7 point53
ffbf 011b // group 7 point54
ff92 ff1e // group 7 point55
0043 00cb // group 7 point56
0055 ffcf // group 7 point57
ff15 0121 // group 7 point58
ff37 0064 // group 7 point59
006f ff96 // group 7 point60
ff1d 00d5 // group 7 point61
00fa ff20 // group 7 point62
ff2f 003d // group 7 point63
ffb7 ff14 // group 7 point64
004d ffb6 // group 7 point65
ffa9 ffd6 // group 7 point66
00d1 ffb6 // group 7 point67
fedc 00d1 // group 7 point68
ffe6 ffb5 // group 7 point69
0045 0101 // group 7 point70
00e5 ff95 // group 7 point71
0024 ff80 // group 7 point72
006d 00d5 // group 7 point73
ffab ff64 // group 7 point74
00fd 005e // group 7 point75
ff1a ffc2 // group 7 point76
0086 007c // group 7 point77
ffb3 006c // group 7 point78
0038 ff36 // group 7 point79
